capture_date_utc,product_id,product_label,capacity_tb,title,seller,price_usd,usd_per_tb,verification_status
2026-08-12,wd-red-pro-8tb,WD Red Pro 8TB NAS (WD8005FFBX),8,"WD Red Pro 8TB 3.5"" 7200RPM SATA III Hard Drive",Best Buy,402.99,50.37,discovery_only
